1.469,0.697,0.963
10.698,1.384,1.778
19.643,1.937,1.666
3.995,1.133,0.992
4.389,0.843,1.966
8.223,1.784,0.822
2.631,1.130,0.656
6.185,1.595,0.774
17.023,1.878,1.536
5.885,1.082,1.600
2.499,0.968,0.849
13.998,1.724,1.500
4.568,0.931,1.678
8.191,1.495,1.167
13.937,1.640,1.649
12.683,1.628,1.524
18.458,1.826,1.762
2.794,1.054,0.800
8.440,1.623,1.020
13.222,1.927,1.134
6.228,1.699,0.687
11.597,1.538,1.560
0.915,0.556,0.942
3.892,0.899,1.533
6.990,1.935,0.594
0.786,0.602,0.691
5.788,1.276,1.131
3.327,0.784,1.722
1.416,0.584,1.323
11.062,1.638,1.312
3.663,1.079,1.001
3.237,1.109,0.837
1.568,0.873,0.656
0.698,0.558,0.714
14.046,1.678,1.588
1.962,0.663,1.421
11.699,1.489,1.680
3.861,1.167,0.903
17.184,1.961,1.423
3.439,0.910,1.323
7.354,1.540,0.987
2.216,0.717,1.372
9.159,1.303,1.718
0.921,0.520,1.083
2.503,0.935,0.912
2.858,0.831,1.316
4.781,1.246,0.980
3.410,0.773,1.819
2.146,0.761,1.180
3.947,1.095,1.047
6.874,1.830,0.653
5.317,0.969,1.801
3.015,1.193,0.675
9.228,1.252,1.874
17.831,1.758,1.836
3.434,0.922,1.287
8.169,1.481,1.185
6.763,1.221,1.443
2.655,1.175,0.612
5.938,1.427,0.929
11.104,1.809,1.080
10.723,1.845,1.002
6.173,1.626,0.743
7.741,1.270,1.527
10.657,1.628,1.279
5.513,1.222,1.175
1.953,0.614,1.650
14.048,1.780,1.412
6.511,1.278,1.270
0.629,0.522,0.734
1.448,0.640,1.123
1.786,0.637,1.399
9.963,1.309,1.852
1.026,0.710,0.648
5.935,1.375,0.999
6.996,1.164,1.643
1.305,0.713,0.818
0.584,0.571,0.570
4.723,0.900,1.854
6.376,1.326,1.155
2.819,0.778,1.484
3.420,0.869,1.442
2.569,0.755,1.434
5.745,1.360,0.989
5.600,0.997,1.794
7.538,1.657,0.874
20.331,1.853,1.885
8.229,1.553,1.086
8.658,1.275,1.694
4.072,1.057,1.160
7.099,1.825,0.679
6.114,1.116,1.561
17.476,1.967,1.437
10.518,1.373,1.776
3.827,1.280,0.744
1.491,0.907,0.577
4.129,0.928,1.526
1.339,0.684,0.912
12.008,1.977,0.978
9.483,1.427,1.482
2.819,0.899,1.109
2.647,1.293,0.504
3.438,1.030,1.031
17.082,1.853,1.583
3.389,0.839,1.531
2.151,0.734,1.272
4.174,1.274,0.819
12.300,1.591,1.546
4.389,0.946,1.560
6.914,1.194,1.544
8.965,1.651,1.046
1.456,0.582,1.370
13.048,1.685,1.462
4.620,1.238,0.959
5.124,1.034,1.524
13.524,1.493,1.932
6.073,1.184,1.378
9.054,1.511,1.262
1.270,0.842,0.570
1.682,0.961,0.580
4.480,1.359,0.772
4.396,1.025,1.333
0.958,0.587,0.885
6.156,1.117,1.571
16.406,1.807,1.599
10.701,1.355,1.855
1.781,0.720,1.095
3.495,1.101,0.918
14.078,1.893,1.250
8.618,1.244,1.774
5.774,1.122,1.459
2.705,1.006,0.850
8.159,1.393,1.339
11.535,1.635,1.373
4.679,1.615,0.571
4.286,1.241,0.886
5.245,1.267,1.040
7.980,1.721,0.858
3.198,1.164,0.751
5.002,0.968,1.698
3.444,1.127,0.863
2.740,1.001,0.870
9.699,1.580,1.236
7.619,1.330,1.371
7.280,1.917,0.631
2.598,1.112,0.669
9.207,1.379,1.542
6.619,1.211,1.436
5.178,0.985,1.698
7.676,1.436,1.186
3.408,1.300,0.642
18.911,1.819,1.819
11.194,1.580,1.427
16.230,1.840,1.526
7.400,1.500,1.047
6.781,1.303,1.271
9.129,1.663,1.050
10.796,1.549,1.432
1.356,0.614,1.143
7.875,1.561,1.029
1.591,0.610,1.361
1.181,0.621,0.973
5.226,1.230,1.099
3.659,1.001,1.161
15.811,1.592,1.986
4.703,1.205,1.031
7.246,1.877,0.655
1.488,0.665,1.070
9.403,1.408,1.510
2.308,1.180,0.528
15.542,1.642,1.836
9.714,1.387,1.608
9.777,1.392,1.606
1.372,0.504,1.720
6.577,1.208,1.434
5.909,0.980,1.957
3.567,0.864,1.521
3.352,1.005,1.056
3.614,1.295,0.686
5.690,1.134,1.408
4.057,1.007,1.273
0.904,0.728,0.543
0.753,0.650,0.568
4.451,0.851,1.956
20.831,1.985,1.683
11.356,1.904,0.997
6.164,1.656,0.716
10.535,1.799,1.036
2.014,0.577,1.925
2.505,0.717,1.551
5.166,0.968,1.755
6.015,1.133,1.492
4.526,1.320,0.826
4.373,1.121,1.107
12.299,1.795,1.216
4.520,1.209,0.984
9.771,1.717,1.056
0.529,0.511,0.645
1.595,0.755,0.891
3.071,1.036,0.910
9.138,1.305,1.709
8.535,1.874,0.774
6.888,1.202,1.518
2.385,0.741,1.383
5.537,1.626,0.666
16.103,1.929,1.378
15.595,1.797,1.537
2.058,0.774,1.095
6.522,1.517,0.903
13.373,1.636,1.590
21.076,1.833,1.997
15.616,1.590,1.966
5.731,1.223,1.220
4.143,0.902,1.621
2.253,0.692,1.498
13.475,1.557,1.769
1.517,0.565,1.513
1.588,0.725,0.963
9.717,1.264,1.935
2.297,0.957,0.798
7.218,1.954,0.602
5.381,1.017,1.656
1.861,0.862,0.798
9.416,1.837,0.888
10.959,1.538,1.475
1.671,0.542,1.810
6.813,1.546,0.908
2.559,0.791,1.302
3.060,0.705,1.961
8.095,1.607,0.998
5.311,1.140,1.300
4.733,0.956,1.647
1.323,0.504,1.660
1.874,0.980,0.622
9.102,1.317,1.669
9.267,1.449,1.405
7.914,1.694,0.878
14.901,1.952,1.245
4.452,1.049,1.288
2.827,0.764,1.542
2.036,1.093,0.543
1.097,0.511,1.338
3.386,0.808,1.653
3.749,0.868,1.584
3.739,1.343,0.660
4.577,1.583,0.581
2.802,1.099,0.739
19.939,1.849,1.857
5.473,1.172,1.268
3.376,0.881,1.384
15.502,1.843,1.453
1.154,0.770,0.619
2.123,0.692,1.412
10.138,1.789,1.009
19.528,1.956,1.625
8.313,1.943,0.701
1.073,0.619,0.891
2.490,0.698,1.627
1.248,0.555,1.287
6.792,1.219,1.454
8.384,1.889,0.748
2.596,0.917,0.982
4.205,1.406,0.677
10.340,1.699,1.140
3.390,0.913,1.295
6.948,1.636,0.826
2.009,0.777,1.060
2.367,0.787,1.218
0.977,0.588,0.900
15.428,1.870,1.404
4.649,1.571,0.599
2.917,1.193,0.652
1.092,0.606,0.946
4.469,1.433,0.693
10.725,1.986,0.865
3.986,1.333,0.714
8.269,1.466,1.224
3.467,1.287,0.666
0.899,0.544,0.966
2.705,0.696,1.780
4.193,1.019,1.284
16.663,1.905,1.462
6.727,1.236,1.401
3.786,0.888,1.528
2.747,0.958,0.952
3.049,1.031,0.913
8.332,1.339,1.479
11.111,1.405,1.792
3.222,1.370,0.546
10.421,1.298,1.969
5.784,1.721,0.622
1.416,0.843,0.634
6.232,1.098,1.645
10.564,1.330,1.902
12.269,1.705,1.343
15.937,1.942,1.345
14.554,1.562,1.898
15.392,1.829,1.464
6.473,1.186,1.464
6.405,1.106,1.668
14.263,1.526,1.950
8.713,1.859,0.802
1.597,0.822,0.752
6.112,1.128,1.530
11.752,1.847,1.096
9.956,1.527,1.358
14.146,1.553,1.868
8.991,1.410,1.439
6.401,1.091,1.712
1.017,0.673,0.714
8.975,1.273,1.763
6.127,1.614,0.749
0.616,0.565,0.615
1.484,0.519,1.752
1.683,0.863,0.720
18.958,1.834,1.795
5.431,1.154,1.298
2.056,0.929,0.758
4.133,0.960,1.426
6.919,1.200,1.529
5.003,1.495,0.713
15.711,1.715,1.699
7.558,1.876,0.684
4.193,0.947,1.489
7.886,1.211,1.711
10.850,1.352,1.890
8.852,1.379,1.482
15.369,1.764,1.572
20.633,1.858,1.903
13.716,1.509,1.916
3.248,0.732,1.929
8.718,1.734,0.923
6.446,1.607,0.794
7.896,1.907,0.691
1.268,0.692,0.842
5.108,1.070,1.420
2.777,0.857,1.203
4.091,0.980,1.356
0.765,0.516,0.914
3.212,0.847,1.426
2.605,0.907,1.007
1.991,0.714,1.243
7.730,1.666,0.887
4.796,1.534,0.649
4.398,0.926,1.633
7.088,1.862,0.651
11.664,1.392,1.915
22.533,1.948,1.889
4.286,1.140,1.050
2.777,0.946,0.988
16.691,1.956,1.388
1.116,0.630,0.897
3.129,1.344,0.551
8.968,1.568,1.161
8.309,1.172,1.927
2.758,0.979,0.916
8.054,1.344,1.419
1.173,0.547,1.248
3.471,0.862,1.489
6.642,1.769,0.676
23.022,1.948,1.932
8.020,1.644,0.945
11.318,1.952,0.945
6.610,1.122,1.672
19.245,1.896,1.704
22.815,1.993,1.828
6.925,1.275,1.357
6.607,1.447,1.004
5.550,1.107,1.441
4.723,0.898,1.862
1.043,0.505,1.304
0.758,0.643,0.583
3.483,0.886,1.413
10.219,1.581,1.301
9.904,1.314,1.826
8.724,1.349,1.526
2.132,0.703,1.374
1.320,0.737,0.774
10.491,1.911,0.915
2.181,0.684,1.483
5.590,1.854,0.517
12.685,1.967,1.044
2.198,0.620,1.822
4.420,0.958,1.533
9.460,1.882,0.850
1.385,0.619,1.152
5.445,1.352,0.949
2.792,0.699,1.820
10.641,1.661,1.228
2.198,1.084,0.595
1.121,0.720,0.689
5.073,1.096,1.344
16.721,1.849,1.556
1.969,0.661,1.434
8.465,1.569,1.094
17.386,1.824,1.663
21.997,1.887,1.966
2.348,0.748,1.335
17.787,1.844,1.665
2.636,0.873,1.101
2.587,0.943,0.927
12.764,1.800,1.254
7.786,1.211,1.691
1.278,0.535,1.421
2.137,0.641,1.657
2.779,1.093,0.741
2.773,0.677,1.924
2.830,1.095,0.751
2.104,0.718,1.298
7.085,1.190,1.591
15.904,1.847,1.484
20.501,1.928,1.756
8.547,1.332,1.534
2.139,0.732,1.272
0.596,0.511,0.726
11.169,1.754,1.155
8.379,1.732,0.889
14.754,1.780,1.482
10.206,1.479,1.484
19.054,1.957,1.583
2.437,1.227,0.515
8.568,1.330,1.542
3.979,1.105,1.037
4.769,1.479,0.694
20.998,1.846,1.962
8.102,1.386,1.342
7.992,1.571,1.031
2.961,0.890,1.190
7.785,1.809,0.758
10.348,1.539,1.390
6.419,1.306,1.198
8.183,1.988,0.659
3.510,0.890,1.411
2.413,1.035,0.717
10.734,1.310,1.992
3.542,1.071,0.983
7.569,1.326,1.370
4.997,1.165,1.171
5.808,1.317,1.066
1.913,1.057,0.545
3.580,1.150,0.861
4.338,1.198,0.963
6.904,1.070,1.919
5.293,1.102,1.388
2.423,0.712,1.521
16.559,1.803,1.621
22.545,1.894,2.000
5.419,1.118,1.380
4.734,1.649,0.554
11.373,1.477,1.659
8.909,1.856,0.823
4.698,1.330,0.846
0.991,0.708,0.629
1.232,0.720,0.757
6.480,1.432,1.006
3.063,1.055,0.876
16.294,1.777,1.643
4.413,1.461,0.658
1.948,1.100,0.512
1.879,0.908,0.725
12.481,1.616,1.520
1.285,0.507,1.590
2.769,0.804,1.362
17.833,1.884,1.600
5.707,1.092,1.522
5.863,1.242,1.210
13.843,1.583,1.759
2.406,0.773,1.281
3.751,1.200,0.829
13.598,1.900,1.199
10.633,1.311,1.971
8.425,1.372,1.425
10.364,1.711,1.127
9.516,1.403,1.540
6.551,1.931,0.559
10.721,1.913,0.932
3.973,1.509,0.555
4.823,1.112,1.242
7.885,1.494,1.124
10.540,1.770,1.070
3.527,1.301,0.663
1.378,0.555,1.421
13.332,1.639,1.579
3.217,1.147,0.778
15.147,1.564,1.972
6.519,1.194,1.455
2.720,0.890,1.093
8.102,1.768,0.825
1.343,0.596,1.205
2.920,0.784,1.512
2.633,0.678,1.823
